sales_month,naics_code,kind_of_business,reason_for_null,sales
"2020-09-01","4441","Building mat. and supplies dealers",,32647
"2020-09-01","44412","Paint and wallpaper stores",,1225
"2020-09-01","44413","Hardware stores",,2760
"2020-09-01","445","Food and beverage stores",,69741
"2020-09-01","4451","Grocery stores",,62100
"2020-09-01","44511","Supermarkets and other grocery (except convenience) stores",,59353
"2020-09-01","4453","Beer, wine, and liquor stores",,5582
"2020-09-01","446","Health and personal care stores",,29462
"2020-09-01","44611","Pharmacies and drug stores",,25237
"2020-09-01","447","Gasoline stations",,37231
"2020-09-01","448","Clothing and clothing access. stores",,18790
"2020-09-01","4481","Clothing stores",,12912
"2020-09-01","44811","Men's clothing stores",,401
"2020-09-01","44812","Women's clothing stores",,2494
"2020-09-01","44814","Family clothing stores",,7561
"2020-09-01","44819","Other clothing stores",,1150
"2020-09-01","4482","Shoe stores",,2643
"2020-09-01","44831","Jewelry stores",,2882
"2020-09-01","451","Sporting goods, hobby, musical instrument, and book stores",,7794
"2020-09-01","45111","Sporting goods stores",,4803
"2020-09-01","45112","Hobby, toy, and game stores",,1582
"2020-09-01","451211","Book stores",,620
"2020-09-01","452","General merchandise stores",,58567
"2020-09-01","4521","Department stores",,9182
"2020-09-01","452111","Department stores(excl. discount department stores)",,1786
"2020-09-01","452112","Discount dept. stores",,7396
"2020-09-01","4529","Other general merchandise stores",,49385
"2020-09-01","45291","Warehouse clubs and superstores",,42093
"2020-09-01","45299","All other gen. merchandise stores",,7292
"2020-09-01","453","Miscellaneous store retailers",,11604
"2020-09-01","4532","Office supplies, stationery, and gift stores",,2153
"2020-09-01","45321","Office supplies and stationery stores",,968
"2020-09-01","45322","Gift, novelty, and souvenir stores",,1185
"2020-09-01","45330","Used merchandise stores",,1357
"2020-09-01","454","Nonstore retailers",,75540
"2020-09-01","4541","Electronic shopping and mail-order houses",,68425
"2020-09-01","45431","Fuel dealers",,1885
"2020-09-01","722","Food services and drinking places",,54740
"2020-09-01","7224","Drinking places","Supressed",
"2020-09-01","7225","Restaurants and other eating places",,50423
"2020-09-01","722511","Full service restaurants","Supressed",
"2020-09-01","722513, 722514, 722515","Limited service eating places",,28743
"2020-09-01",,"Retail sales and food services excl gasoline stations",,493756
"2020-09-01",,"Retail and food services sales, total",,530987
"2020-09-01",,"Retail sales and food services excl motor vehicle and parts",,417929
"2020-09-01",,"GAFO(1)",,104834
"2020-09-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,363189
"2020-09-01",,"Retail sales, total",,476247
"2020-09-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,380698
"2020-10-01","441","Motor vehicle and parts dealers",,114679
"2020-10-01","4411","Automobile dealers",,98478
"2020-10-01","4411, 4412","Automobile and other motor vehicle dealers",,105948
"2020-10-01","44111","New car dealers",,87522
"2020-10-01","44112","Used car dealers",,10956
"2020-10-01","4413","Automotive parts, acc., and tire stores",,8731
"2020-10-01","442","Furniture and home furnishings stores",,11114
"2020-10-01","442, 443","Furniture, home furn, electronics, and appliance stores",,17979
"2020-10-01","4421","Furniture stores",,6053
"2020-10-01","4422","Home furnishings stores","Supressed",
"2020-10-01","44221","Floor covering stores","Supressed",
"2020-10-01","442299","All other home furnishings stores","Supressed",
"2020-10-01","443","Electronics and appliance stores",,6865
"2020-10-01","443141","Household appliance stores",,1722
"2020-10-01","443142","Electronics stores",,5143
"2020-10-01","444","Building mat. and garden equip. and supplies dealers",,37582
"2020-10-01","4441","Building mat. and supplies dealers",,33018
"2020-10-01","44412","Paint and wallpaper stores",,1208
"2020-10-01","44413","Hardware stores",,2763
"2020-10-01","445","Food and beverage stores",,71957
"2020-10-01","4451","Grocery stores",,64017
"2020-10-01","44511","Supermarkets and other grocery (except convenience) stores",,61259
"2020-10-01","4453","Beer, wine, and liquor stores",,5766
"2020-10-01","446","Health and personal care stores",,30630
"2020-10-01","44611","Pharmacies and drug stores",,26435
"2020-10-01","447","Gasoline stations",,38161
"2020-10-01","448","Clothing and clothing access. stores",,20088
"2020-10-01","4481","Clothing stores",,14165
"2020-10-01","44811","Men's clothing stores","Supressed",
"2020-10-01","44812","Women's clothing stores",,2634
"2020-10-01","44814","Family clothing stores",,8520
"2020-10-01","44819","Other clothing stores",,1171
"2020-10-01","4482","Shoe stores",,2677
"2020-10-01","44831","Jewelry stores",,2872
"2020-10-01","451","Sporting goods, hobby, musical instrument, and book stores",,7657
"2020-10-01","45111","Sporting goods stores",,4684
"2020-10-01","45112","Hobby, toy, and game stores",,1674
"2020-10-01","451211","Book stores",,455
"2020-10-01","452","General merchandise stores",,63203
"2020-10-01","4521","Department stores",,9733
"2020-10-01","452111","Department stores(excl. discount department stores)",,1913
"2020-10-01","452112","Discount dept. stores",,7820
"2020-10-01","4529","Other general merchandise stores",,53470
"2020-10-01","45291","Warehouse clubs and superstores",,45714
"2020-10-01","45299","All other gen. merchandise stores",,7756
"2020-10-01","453","Miscellaneous store retailers",,12400
"2020-10-01","4532","Office supplies, stationery, and gift stores",,2601
"2020-10-01","45321","Office supplies and stationery stores",,800
"2020-10-01","45322","Gift, novelty, and souvenir stores",,1801
"2020-10-01","45330","Used merchandise stores",,1607
"2020-10-01","454","Nonstore retailers",,81386
"2020-10-01","4541","Electronic shopping and mail-order houses",,73023
"2020-10-01","45431","Fuel dealers",,2262
"2020-10-01","722","Food services and drinking places",,57392
"2020-10-01","7224","Drinking places","Supressed",
"2020-10-01","7225","Restaurants and other eating places",,52829
"2020-10-01","722511","Full service restaurants","Supressed",
"2020-10-01","722513, 722514, 722515","Limited service eating places",,29950
"2020-10-01",,"Retail sales and food services excl motor vehicle and parts",,438435
"2020-10-01",,"Retail sales, total",,495722
"2020-10-01",,"Retail sales and food services excl gasoline stations",,514953
"2020-10-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,381043
"2020-10-01",,"Retail and food services sales, total",,553114
"2020-10-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,400274
"2020-10-01",,"GAFO(1)",,111528
"2020-11-01","441","Motor vehicle and parts dealers",,103220
"2020-11-01","4411","Automobile dealers",,89223
"2020-11-01","4411, 4412","Automobile and other motor vehicle dealers",,95304
"2020-11-01","44111","New car dealers",,79269
"2020-11-01","44112","Used car dealers",,9954
"2020-11-01","4413","Automotive parts, acc., and tire stores",,7916
"2020-11-01","442","Furniture and home furnishings stores",,11187
"2020-11-01","442, 443","Furniture, home furn, electronics, and appliance stores",,19483
"2020-11-01","4421","Furniture stores",,5894
"2020-11-01","4422","Home furnishings stores","Supressed",
"2020-11-01","44221","Floor covering stores","Supressed",
"2020-11-01","442299","All other home furnishings stores","Supressed",
"2020-11-01","443","Electronics and appliance stores",,8296
"2020-11-01","443141","Household appliance stores",,1705
"2020-11-01","443142","Electronics stores",,6591
"2020-11-01","444","Building mat. and garden equip. and supplies dealers",,34662
"2020-11-01","4441","Building mat. and supplies dealers",,30633
"2020-11-01","44412","Paint and wallpaper stores",,1012
"2020-11-01","44413","Hardware stores",,2553
"2020-11-01","445","Food and beverage stores",,71879
"2020-11-01","4451","Grocery stores",,63920
"2020-11-01","44511","Supermarkets and other grocery (except convenience) stores",,61341
"2020-11-01","4453","Beer, wine, and liquor stores",,5796
"2020-11-01","446","Health and personal care stores",,28575
"2020-11-01","44611","Pharmacies and drug stores",,24294
"2020-11-01","447","Gasoline stations",,34394
"2020-11-01","448","Clothing and clothing access. stores",,21287
"2020-11-01","4481","Clothing stores",,15038
"2020-11-01","44811","Men's clothing stores","Supressed",
"2020-11-01","44812","Women's clothing stores",,2726
"2020-11-01","44814","Family clothing stores",,8976
"2020-11-01","44819","Other clothing stores",,1331
"2020-11-01","4482","Shoe stores",,2617
"2020-11-01","44831","Jewelry stores",,3245
"2020-11-01","451","Sporting goods, hobby, musical instrument, and book stores",,8368
"2020-11-01","45111","Sporting goods stores",,4620
"2020-11-01","45112","Hobby, toy, and game stores",,2412
"2020-11-01","451211","Book stores",,496
"2020-11-01","452","General merchandise stores",,66964
"2020-11-01","4521","Department stores",,11235
"2020-11-01","452111","Department stores(excl. discount department stores)",,2357
"2020-11-01","452112","Discount dept. stores",,8878
"2020-11-01","4529","Other general merchandise stores",,55729
"2020-11-01","45291","Warehouse clubs and superstores",,47744
"2020-11-01","45299","All other gen. merchandise stores",,7985
"2020-11-01","453","Miscellaneous store retailers",,11988
"2020-11-01","4532","Office supplies, stationery, and gift stores",,1860
"2020-11-01","45321","Office supplies and stationery stores",,724
"2020-11-01","45322","Gift, novelty, and souvenir stores",,1136
"2020-11-01","45330","Used merchandise stores",,1537
"2020-11-01","454","Nonstore retailers",,91542
"2020-11-01","4541","Electronic shopping and mail-order houses",,83769
"2020-11-01","45431","Fuel dealers",,2563
"2020-11-01","722","Food services and drinking places",,50911
"2020-11-01","7224","Drinking places","Supressed",
"2020-11-01","7225","Restaurants and other eating places",,46984
"2020-11-01","722511","Full service restaurants","Supressed",
"2020-11-01","722513, 722514, 722515","Limited service eating places",,27249
"2020-11-01",,"Retail sales and food services excl motor vehicle and parts and gasoline stations",,405659
"2020-11-01",,"Retail sales, total (excl. motor vehicle and parts dealers)",,389142
"2020-11-01",,"Retail sales and food services excl motor vehicle and parts",,440053
"2020-11-01",,"Retail sales and food services excl gasoline stations",,508879
"2020-11-01",,"GAFO(1)",,117962
"2020-11-01",,"Retail and food services sales, total",,543273
"2020-11-01",,"Retail sales, total",,492362
"2020-12-01","441","Motor vehicle and parts dealers",,116492
"2020-12-01","4411","Automobile dealers",,101956
"2020-12-01","4411, 4412","Automobile and other motor vehicle dealers",,108612
"2020-12-01","44111","New car dealers",,92388
"2020-12-01","44112","Used car dealers",,9568
"2020-12-01","4413","Automotive parts, acc., and tire stores",,7880
"2020-12-01","442","Furniture and home furnishings stores",,12129
"2020-12-01","442, 443","Furniture, home furn, electronics, and appliance stores",,21613
"2020-12-01","4421","Furniture stores",,6153
"2020-12-01","4422","Home furnishings stores","Supressed",
"2020-12-01","44221","Floor covering stores","Supressed",
"2020-12-01","442299","All other home furnishings stores","Supressed",
"2020-12-01","443","Electronics and appliance stores",,9484
"2020-12-01","443141","Household appliance stores",,1763
"2020-12-01","443142","Electronics stores",,7721
"2020-12-01","444","Building mat. and garden equip. and supplies dealers",,34524
"2020-12-01","4441","Building mat. and supplies dealers",,30123
"2020-12-01","44412","Paint and wallpaper stores",,945
"2020-12-01","44413","Hardware stores",,2795
"2020-12-01","445","Food and beverage stores",,77260
"2020-12-01","4451","Grocery stores",,67027
"2020-12-01","44511","Supermarkets and other grocery (except convenience) stores",,64236
"2020-12-01","4453","Beer, wine, and liquor stores",,7366
"2020-12-01","446","Health and personal care stores",,33670
"2020-12-01","44611","Pharmacies and drug stores",,27862
"2020-12-01","447","Gasoline stations",,36635
"2020-12-01","448","Clothing and clothing access. stores",,32237
"2020-12-01","4481","Clothing stores",,19983
"2020-12-01","44811","Men's clothing stores",,604
"2020-12-01","44812","Women's clothing stores",,3399
"2020-12-01","44814","Family clothing stores",,12137
"2020-12-01","44819","Other clothing stores",,1685
"2020-12-01","4482","Shoe stores",,3824
"2020-12-01","44831","Jewelry stores",,7824
"2020-12-01","451","Sporting goods, hobby, musical instrument, and book stores",,11319
"2020-12-01","45111","Sporting goods stores",,6799
"2020-12-01","45112","Hobby, toy, and game stores",,2617
"2020-12-01","451211","Book stores",,900
"2020-12-01","452","General merchandise stores",,77086
"2020-12-01","4521","Department stores",,14624
"2020-12-01","452111","Department stores(excl. discount department stores)",,3492
"2020-12-01","452112","Discount dept. stores",,11132
"2020-12-01","4529","Other general merchandise stores",,62462
"2020-12-01","45291","Warehouse clubs and superstores",,53210
