full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_bioguide_previous_0,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_house_history_alternate,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Albin Walter Norblad","Albin","Norblad","Walter",,"Jr.",,,,"1908-09-12","M","N000133",,408217,6955,"A. Walter Norblad","Q2545675","kg:/m/0273644",18996,,,,,,,,,,
"Hjalmar Carl Nygaard","Hjalmar","Nygaard","Carl",,,,,,"1906-03-24","M","N000178",,408258,10542,"Hjalmar Carl Nygaard","Q1437713","kg:/m/068tlk",19053,,,,,,,,,,
"Thomas Joseph O’Brien","Thomas","O’Brien","Joseph",,,,,,"1878-04-30","M","O000016",,408267,7004,"Thomas J. O'Brien (Illinois politician)","Q7791120","kg:/m/07c3yb",19089,,,,,,,,,,
"Frank Charles Osmers","Frank","Osmers","Charles",,"Jr.",,,,"1907-12-30","M","O000120",,408375,7101,"Frank C. Osmers Jr.","Q1443035","kg:/m/02rysv7",19213,,,,,,,,,,
"Harold Charles Ostertag","Harold","Ostertag","Charles",,,,,,"1896-06-22","M","O000121",,408376,7102,"Harold C. Ostertag","Q64788","kg:/m/0gz3kx",19214,,,,,,,,,,
"John Leonard Pilcher","John","Pilcher","Leonard",,,,,,"1898-08-27","M","P000349",,408746,7450,"J. L. Pilcher","Q1700826","kg:/m/02rk0wt",19712,,,,,,,,,,
"John Raymond Pillion","John","Pillion","Raymond",,,,,,"1904-08-10","M","P000352",,408749,7453,"John R. Pillion","Q6253970","kg:/m/0gxwv7",19716,,,,,,,,,,
"Albert McKinley Rains","Albert","Rains","McKinley",,,,,,"1902-03-11","M","R000018",,409000,7695,"Albert Rains","Q534486","kg:/m/02rk19k",20097,,,,,,,,,,
"Carl West Rich","Carl","Rich","West",,,,,,"1898-09-12","M","R000206",,409182,10619,"Carl West Rich","Q1041025","kg:/m/027m3kj",20339,,,,,,,,,,
"Roy Walter Riehlman","Roy","Riehlman","Walter",,,,,,"1899-08-26","M","R000250",,409226,7901,"R. Walter Riehlman","Q93375","kg:/m/0d0vh2",20395,,,,,,,,,,
"Kenneth Allison Roberts","Kenneth","Roberts","Allison",,,,,,"1912-11-01","M","R000314",,409285,7954,"Kenneth A. Roberts","Q1738832","kg:/m/02rk20y",20474,,,,,,,,,,
"Paul Fornshell Schenck","Paul","Schenck","Fornshell",,,,,,"1899-04-19","M","S000117",,409625,8258,"Paul F. Schenck","Q7150567","kg:/m/0cwr8l",21280,,,,,,,,,,
"John Francis Shelley","John","Shelley","Francis",,,,,,"1905-09-03","M","S000327",,409824,8437,"John F. Shelley","Q1701740","kg:/m/0468tx",21544,,,,,,,,,,
"Harry Richard Sheppard","Harry","Sheppard","Richard",,,,,,"1885-01-10","M","S000335",,409832,8444,"Harry R. Sheppard","Q1586714","kg:/m/02rhh6f",21553,,,,,,,,,,
"Don Levingston Short","Don","Short","Levingston",,,,,,"1903-06-22","M","S000378",,409872,8485,"Don L. Short","Q1239240","kg:/m/02rhf5g",21607,,,,,,,,,,
"Abner Woodruff Sibal","Abner","Sibal","Woodruff",,,,,,"1921-04-11","M","S000395",,409889,10560,"Abner W. Sibal","Q322548","kg:/m/02rgty_",21630,,,,,,,,,,
"Eugene Siler","Eugene","Siler",,,,,,,"1900-06-26","M","S000408",,409902,8508,"Eugene Siler","Q994369","kg:/m/0gc_7j",21645,,,,,,,,,,
"George Armistead Smathers","George","Smathers","Armistead",,,,,,"1913-11-14","M","S000505",,409992,8593,"George Smathers","Q719092","kg:/m/056h28",21768,,,,,,,,,,
"Katharine Price Collier St. George","Katharine","St. George","Price Collier",,,,,,"1894-07-12","F","S000764",,410230,8177,"Katharine St. George","Q6376235","kg:/m/0kswyf",22081,,,,,,,,,,
"Neil Oliver Staebler","Neil","Staebler","Oliver",,,,,,"1905-07-11","M","S000775",,410241,10628,"Neil Staebler","Q1974882","kg:/m/02pyk5n",22095,,,,,,,,,,
"K. William Stinson","K.","Stinson","William",,,,,,"1930-04-20","M","S000928",,410388,10629,"K. William Stinson","Q1718201","kg:/m/02rmn3m",22286,,,,,,,,,,
"William Homer Thornberry","William","Thornberry","Homer",,,,,,"1909-01-09","M","T000237",,410816,9356,"Homer Thornberry","Q1626038","kg:/m/06ktc0",22920,,,,,,,,,,
"Thor Carl Tollefson","Thor","Tollefson","Carl",,,,,,"1901-05-02","M","T000298",,410871,9409,"Thor C. Tollefson","Q2428834","kg:/m/02rmn4n",22994,,,,,,,,,,
"William Kaiser Van Pelt","William","Van Pelt","Kaiser",,,,,,"1905-03-10","M","V000051",,411093,9627,"William Van Pelt","Q2580867","kg:/m/02718z3",20936,,,,,,,,,,
"Carl Vinson","Carl","Vinson",,,,,,,"1883-11-18","M","V000105",,411160,9677,"Carl Vinson","Q1040943","kg:/m/02mhwx",21001,,,,,,,,,,
"George Marvin Wallhauser","George","Wallhauser","Marvin",,,,,,"1900-02-10","M","W000089",,411268,9775,"George M. Wallhauser","Q647199","kg:/m/0270zs2",23319,,,,,,,,,,
"Francis Eugene Walter","Francis","Walter","Eugene",,,,,,"1894-05-26","M","W000108",,411286,9791,"Francis E. Walter","Q5480815","kg:/m/0dp886",23341,,,,,,,,,,
"James Dorman Weaver","James","Weaver","Dorman",,,,,,"1920-09-27","M","W000226",,411394,10635,"James D. Weaver","Q6132225","kg:/m/0dyfg2",23489,,,,,,,,,,
"Alfred John Westland","Alfred","Westland","John","Jack",,,,,"1904-12-14","M","W000310",,411474,9968,"Jack Westland","Q1712148","kg:/m/03dzsh",23586,,,,,,,,,,
"James Ernest Wharton","James","Wharton","Ernest",,,,,,"1899-10-04","M","W000323",,411485,9978,"J. Ernest Wharton","Q1349391","kg:/m/0ksw_9",23601,,,,,,,,,,
"Victor Eugene Wickersham","Victor","Wickersham","Eugene",,,,,,"1906-02-09","M","W000439",,411597,10085,"Victor Wickersham","Q2522627","kg:/m/02rr70z",23737,,,,,,,,,,
"Earl Wilson","Earl","Wilson",,,,,,,"1906-04-18","M","W000572",,411727,10212,"Earl Wilson (politician)","Q1277195","kg:/m/026gn1x",23894,,,,,,,,,,
"William Arthur Winstead","William","Winstead","Arthur",,,,,,"1904-01-06","M","W000641",,411795,10279,"W. Arthur Winstead","Q2536627","kg:/m/02rtmzh",23978,,,,,,,,,,
"Lyndon Baines Johnson","Lyndon","Johnson","Baines",,,,,,"1908-08-27","M","J000160",,406058,4979,"Lyndon B. Johnson","Q9640","kg:/m/0f7fy",15895,,,,,,,,,,
"Ross Bass","Ross","Bass",,,,,,,"1918-03-17","M","B000223",,401219,504,"Ross Bass","Q352156","kg:/m/03z0p2",9063,,,,,,,,,,
"Pierre Emil George Salinger","Pierre","Salinger","Emil George",,,,,,"1925-06-14","M","S000016",,409536,10821,"Pierre Salinger","Q1273067","kg:/m/0dklhp",,,,,,,,,,,
"Arthur Glenn Andrews","Arthur","Andrews","Glenn",,,,,,"1909-01-15","M","A000204",,400872,10702,"Glenn Andrews","Q1531038","kg:/m/0cz135",8539,,,,,,,,,,
"John Finley Baldwin","John","Baldwin","Finley",,"Jr.",,,,"1915-06-28","M","B000092",,401094,387,"John F. Baldwin Jr.","Q1700005","kg:/m/02rhj_6",8893,,,,,,,,,,
"Bert Andrew Bandstra","Bert","Bandstra","Andrew",,,,,,"1922-01-25","M","B000108",,401109,10704,"Bert Bandstra","Q827305","kg:/m/02rk74x",8912,,,,,,,,,,
"Lindley Garrison Beckworth","Lindley","Beckworth","Garrison",,"Sr.",,,,"1913-06-30","M","B000296",,401289,567,"Lindley Beckworth","Q1517696","kg:/m/03b_hb5",9159,,,,,,,,,,
"Herbert Covington Bonner","Herbert","Bonner","Covington",,,,,,"1891-05-16","M","B000621",,401586,846,"Herbert Covington Bonner","Q1608149","kg:/m/065kdr",9587,,,,,,,,,,
"Clarence J. Brown","Clarence","Brown","J.",,,,,,"1893-07-14","M","B000909",,401866,1104,"Clarence J. Brown","Q5126603","kg:/m/03ldpq",9955,,,,,,,,,,
"Clair Armstrong Callan","Clair","Callan","Armstrong",,,,,,"1920-03-29","M","C000054",,402213,10708,"Clair Armstrong Callan","Q1094726","kg:/m/0brdq4",10510,,,,,,,,,,
"Howard Hollis Callaway","Howard","Callaway","Hollis","Bo",,,,,"1927-04-02","M","C000055",,402214,10709,"Bo Callaway","Q1631824","kg:/m/03ssfz",10512,,,,,,,,,,
"Ronald Brooks Cameron","Ronald","Cameron","Brooks",,,,,,"1927-08-16","M","C000067",,402225,10578,"Ronald B. Cameron","Q1259528","kg:/m/02rjyyl",10527,,,,,,,,,,
"Frank Leslie Chelf","Frank","Chelf","Leslie",,,,,,"1907-09-22","M","C000342",,402482,1682,"Frank Chelf","Q1443077","kg:/m/02qrfwn",10881,,,,,,,,,,
"Raymond Francis Clevenger","Raymond","Clevenger","Francis",,,,,,"1926-06-06","M","C000516",,402651,10711,"Raymond F. Clevenger","Q1232384","kg:/m/026tysb",11092,,,,,,,,,,
"Harold Dunbar Cooley","Harold","Cooley","Dunbar",,,,,,"1897-07-26","M","C000736",,402857,2032,"Harold D. Cooley","Q1585795","kg:/m/02q8k1y",11374,,,,,,,,,,
"Nathaniel Neiman Craley","Nathaniel","Craley","Neiman",,"Jr.",,,,"1927-11-17","M","C000866",,402981,10714,"Nathaniel N. Craley Jr.","Q6969784","kg:/m/0dn3v6",11539,,,,,,,,,,
"Willard Sevier Curtin","Willard","Curtin","Sevier",,,,,,"1905-11-28","M","C001005",,403112,2266,"Willard S. Curtin","Q13219592","kg:/m/0dzrmj",11709,,,,,,,,,,
"Paul Bartram Dague","Paul","Dague","Bartram",,,,,,"1898-05-19","M","D000004",,403148,2298,"Paul B. Dague","Q7149149","kg:/m/0dpcsy",11837,,,,,,,,,,
"Winfield Kirkpatrick Denton","Winfield","Denton","Kirkpatrick",,,,,,"1896-10-28","M","D000260",,403398,2517,"Winfield K. Denton","Q2584140","kg:/m/02rkll9",12151,,,,,,,,,,
"Thomas Joseph Dodd","Thomas","Dodd","Joseph",,,,,,"1907-05-15","M","D000390",,403505,2636,"Thomas J. Dodd","Q1619366","kg:/m/051cy4",12315,,,,,,,,,,
"Kenneth Warren Dyal","Kenneth","Dyal","Warren",,,,,,"1910-07-09","M","D000588",,403691,10720,"Kenneth W. Dyal","Q1681015","kg:/m/02rjwnq",12557,,,,,,,,,,
"Robert Fred Ellsworth","Robert","Ellsworth","Fred",,,,,,"1926-06-11","M","E000148",,403839,10516,"Robert Ellsworth","Q2157175","kg:/m/03bpf9",12777,,,,,,,,,,
"Charles Rowland Peaslee Farnsley","Charles","Farnsley","Rowland Peaslee",,,,,,"1907-03-28","M","F000023",,403985,10724,"Charles R. Farnsley","Q1065843","kg:/m/08pnm1",12992,,,,,,,,,,
"Billie Sunday Farnum","Billie","Farnum","Sunday",,,,,,"1916-04-11","M","F000025",,403987,10725,"Billie S. Farnum","Q862849","kg:/m/027tpvv",12994,,,,,,,,,,
"John Joyce Gilligan","John","Gilligan","Joyce",,,,,,"1921-03-22","M","G000208",,404572,10729,"John J. Gilligan","Q374960","kg:/m/033sp6",13828,,,,,,,,,,
"Albert Arnold Gore","Albert","Gore","Arnold",,,,,,"1907-12-26","M","G000320",,404678,3704,"Albert Gore Sr.","Q577160","kg:/m/025wp3",13968,,,,,,,,,,
"Bernard Francis Grabowski","Bernard","Grabowski","Francis",,,,,,"1923-06-11","M","G000348",,404704,10590,"Bernard F. Grabowski","Q822402","kg:/m/02rhcv4",13999,,,,,,,,,,
"Stanley Lloyd Greigg","Stanley","Greigg","Lloyd",,,,,,"1931-05-07","M","G000450",,404796,10730,"Stanley L. Greigg","Q2331739","kg:/m/02rk856",14134,,,,,,,,,,
"George William Grider","George","Grider","William",,,,,,"1912-10-01","M","G000454",,404799,10731,"George W. Grider","Q750774","kg:/m/04dq99",14139,,,,,,,,,,
"Harlan Francis Hagen","Harlan","Hagen","Francis",,,,,,"1914-10-08","M","H000013",,404898,3901,"Harlan Hagen","Q1585452","kg:/m/0dlw1f",14304,,,,,,,,,,
"John Robert Hansen","John","Hansen","Robert",,,,,,"1901-08-24","M","H000173",,405054,10735,"John R. Hansen","Q1701493","kg:/m/02rk7t5",14498,,,,,,,,,,
"Oren Harris","Oren","Harris",,,,,,,"1903-12-20","M","H000249",,405127,4110,"Oren Harris","Q117687","kg:/m/02rjxnb",14593,,,,,,,,,,
"Gordon Llewellyn Allott","Gordon","Allott","Llewellyn",,,,,,"1907-01-02","M","A000161",,400816,142,"Gordon L. Allott","Q518110","kg:/m/08z73s",,,,,,,,,,,
"Ralph Harvey","Ralph","Harvey",,,,,,,"1901-08-09","M","H000310",,405183,4165,"Ralph Harvey","Q1438602","kg:/m/02rkhh_",14667,,,,,,,,,,
"Spessard Lindsey Holland","Spessard","Holland","Lindsey",,,,,,"1892-07-10","M","H000720",,405572,4520,"Spessard Holland","Q881393","kg:/m/02qvwk",,,,,,,,,,,
"Joseph Oliva Huot","Joseph","Huot","Oliva",,,,,,"1917-08-11","M","H001001",,405841,10741,"Joseph Oliva Huot","Q279716","kg:/m/02rjwjl",15516,,,,,,,,,,
"William Pat Jennings","William","Jennings","Pat",,,,,,"1919-08-20","M","J000098",,406000,4927,"W. Pat Jennings","Q113446","kg:/m/0dbbmg",15817,,,,,,,,,,
"Jed Joseph Johnson","Jed","Johnson","Joseph",,"Jr.",,,,"1939-12-27","M","J000151",,406049,10743,"Jed Johnson Jr.","Q1686121","kg:/m/02rr77h",15882,,,,,,,,,,
"Paul Caruthers Jones","Paul","Jones","Caruthers",,,,,,"1901-03-12","M","J000246",,406139,5056,"Paul C. Jones","Q2059103","kg:/m/02rz7r9",16004,,,,,,,,,,
"Robert Francis Kennedy","Robert","Kennedy","Francis",,,,,,"1925-11-20","M","K000114",,406280,10809,"Robert F. Kennedy","Q25310","kg:/m/06hx2",,,,,,,,,,,
"Eugene James Keogh","Eugene","Keogh","James",,,,,,"1907-08-30","M","K000130",,406296,5199,"Eugene James Keogh","Q1590540","kg:/m/078zlf",16239,,,,,,,,,,
"David Sjodahl King","David","King","Sjodahl",,,,,,"1917-06-20","M","K000199",,406360,5258,"David S. King","Q1176463","kg:/m/039wpk",16326,,,,,,,,,,
"Paul Joseph Krebs","Paul","Krebs","Joseph",,,,,,"1912-05-26","M","K000326",,406480,10745,"Paul J. Krebs","Q1726457","kg:/m/026ksqw",16491,,,,,,,,,,
"John Crain Kunkel","John","Kunkel","Crain",,,,,,"1898-07-21","M","K000341",,406494,5377,"John C. Kunkel","Q6224498","kg:/m/0dyg40",16513,,,,,,,,,,
"John Vliet Lindsay","John","Lindsay","Vliet",,,,,,"1921-11-24","M","L000326",,406819,5678,"John Lindsay","Q666931","kg:/m/01pm7q",16999,,,,,,,,,,
"Rodney Marvin Love","Rodney","Love","Marvin",,,,,,"1908-07-18","M","L000458",,406947,10747,"Rodney M. Love","Q7356992","kg:/m/0cwrs1",17166,,,,,,,,,,
"James Armstrong MacKay","James","MacKay","Armstrong",,,,,,"1919-06-25","M","M000022",,407050,10753,"James MacKay (American politician)","Q1680753","kg:/m/02rk0y5",17356,,,,,,,,,,
"John C. Mackie","John","Mackie","C.",,,,,,"1920-06-01","M","M000026",,407054,10754,"John C. Mackie","Q1699498","kg:/m/02ptnl5",17360,,,,,,,,,,
"James Douglas Martin","James","Martin","Douglas",,,,,,"1918-09-01","M","M000182",,407203,10755,"James D. Martin","Q1680235","kg:/m/062wnn",17548,,,,,,,,,,
"Joseph William Martin","Joseph","Martin","William",,"Jr.",,,,"1884-11-03","M","M000191",,407212,6033,"Joseph William Martin Jr.","Q1387262","kg:/m/01ncr6",17559,,,,,,,,,,
"Donald Ray Matthews","Donald","Matthews","Ray","Billy",,,,,"1907-10-03","M","M000253",,407271,6084,"Donald Ray Matthews","Q1240249","kg:/m/02rhf86",17636,,,,,,,,,,
"Eugene Joseph McCarthy","Eugene","McCarthy","Joseph",,,,,,"1916-03-29","M","M000311",,407324,6134,"Eugene McCarthy","Q380550","kg:/m/01692s",17709,,,,,,,,,,
"Bruce Faulkner Caputo","Bruce","Caputo","Faulkner",,,,,,"1943-08-07","M","C000137",,402287,14408,"Bruce F. Caputo","Q4977460","kg:/m/0dzp7w",10622,,173,,,,,,,,
"Harris Brown McDowell","Harris","McDowell","Brown",,"Jr.",,,,"1906-02-10","M","M000418",,407418,6224,"Harris McDowell","Q651271","kg:/m/0b2bpy",17851,,,,,,,,,,
"Thomas Charles McGrath","Thomas","McGrath","Charles",,"Jr.",,,,"1927-04-22","M","M000459",,407458,10750,"Thomas C. McGrath Jr.","Q1661034","kg:/m/02rt_z9",17897,,,,,,,,,,
"Roy Harrison McVicker","Roy","McVicker","Harrison",,,,,,"1924-02-20","M","M000610",,407599,10751,"Roy H. McVicker","Q2170824","kg:/m/02rjyyy",18089,,,,,,,,,,
"Walter Henry Moeller","Walter","Moeller","Henry",,,,,,"1910-03-15","M","M000836",,407810,6579,"Walter H. Moeller","Q7965035","kg:/m/03dn2f",18381,,,,,,,,,,
"James Hobson Morrison","James","Morrison","Hobson",,,,,,"1908-12-08","M","M000995",,407963,6721,"James H. Morrison","Q1680495","kg:/m/02qz11k",18574,,,,,,,,,,
"George Lloyd Murphy","George","Murphy","Lloyd",,,,,,"1902-07-04","M","M001092",,408056,10814,"George Murphy","Q527052","kg:/m/01s80h",,,,,,,,,,,
"Thomas Jefferson Murray","Thomas","Murray","Jefferson",,,,,,"1894-08-01","M","M001114",,408077,6826,"Tom J. Murray","Q2439736","kg:/m/0ct2zz",18718,,,,,,,,,,
"Leo William O’Brien","Leo","O’Brien","William",,,,,,"1900-09-21","M","O000015",,408266,7003,"Leo W. O'Brien","Q6524315","kg:/m/0kswkq",19088,,,,,,,,,,
"Alec Gehard Olson","Alec","Olson","Gehard",,,,,,"1930-09-11","M","O000084",,408356,10612,"Alec G. Olson","Q580489","kg:/m/09xfnk",19170,,,,,,,,,,
"Winston Lewis Prouty","Winston","Prouty","Lewis",,,,,,"1906-09-01","M","P000552",,408936,7637,"Winston L. Prouty","Q1652602","kg:/m/06j9fr",19962,,,,,,,,,,
"John Abner Race","John","Race","Abner",,,,,,"1914-05-12","M","R000003",,408987,10761,"John Abner Race","Q1699090","kg:/m/0b7fh6",20077,,,,,,,,,,
"Rolland W. Redlin","Rolland","Redlin","W.",,,,,,"1920-02-29","M","R000107",,409086,10762,"Rolland W. Redlin","Q2164004","kg:/m/0gy0pd",20213,,,,,,,,,,
"Ralph Julian Rivers","Ralph","Rivers","Julian",,,,,,"1903-05-23","M","R000282",,409255,7926,"Ralph Julian Rivers","Q2129674","kg:/m/0b5tsx",20434,,,,,,,,,,
"Walter Edward Rogers","Walter","Rogers","Edward",,,,,,"1908-07-19","M","R000404",,409371,8035,"Walter E. Rogers","Q2544070","kg:/m/0h1jlv",20585,,,,,,,,,,
"James Roosevelt","James","Roosevelt",,,,,,,"1907-12-23","M","R000426",,409391,8051,"James Roosevelt","Q359797","kg:/m/05s5m7",20614,,,,,,,,,,
"Donald Stuart Russell","Donald","Russell","Stuart",,,,,,"1906-02-22","M","R000525",,409483,10819,"Donald S. Russell","Q881964","kg:/m/08z77m",,,,,,,,,,,
"Darwin Gale Schisler","Darwin","Schisler","Gale",,,,,,"1933-03-02","M","S000128",,409636,10769,"Gale Schisler","Q5518288","kg:/m/026_vmp",21297,,,,,,,,,,
"John Richard Schmidhauser","John","Schmidhauser","Richard",,,,,,"1922-01-03","M","S000131",,409639,10770,"John R. Schmidhauser","Q1701499","kg:/m/02rk7tj",21300,,,,,,,,,,
"Ralph James Scott","Ralph","Scott","James",,,,,,"1905-10-15","M","S000184",,409690,8311,"Ralph James Scott","Q2129660","kg:/m/04v4t4",21366,,,,,,,,,,
"Robert Thompson Secrest","Robert","Secrest","Thompson",,,,,,"1904-01-22","M","S000219",,409724,8341,"Robert T. Secrest","Q7350248","kg:/m/0b43p0",21407,,,,,,,,,,
"George Frederick Senner","George","Senner","Frederick",,"Jr.",,,,"1921-11-24","M","S000243",,409747,10623,"George F. Senner Jr.","Q1507326","kg:/m/027nhzf",21436,,,,,,,,,,
"Carlton Ralph Sickles","Carlton","Sickles","Ralph",,,,,,"1921-06-15","M","S000401",,409895,10624,"Carlton R. Sickles","Q2757793","kg:/m/0293kv",21637,,,,,,,,,,
"Howard Worth Smith","Howard","Smith","Worth",,,,,,"1883-02-02","M","S000554",,410036,8636,"Howard W. Smith","Q1631939","kg:/m/09p7y6",21821,,,,,,,,,,
"Lynn Ellsworth Stalbaum","Lynn","Stalbaum","Ellsworth",,,,,,"1920-05-15","M","S000782",,410248,10772,"Lynn E. Stalbaum","Q1878856","kg:/m/026s0fc",22105,,,,,,,,,,
"Robert E. Sweeney","Robert","Sweeney","E.",,,,,,"1924-11-04","M","S001103",,410555,10774,"Robert E. Sweeney","Q548194","kg:/m/02rjyly",22500,,,,,,,,,,
"Albert Thomas","Albert","Thomas",,,,,,,"1898-04-12","M","T000156",,410738,9284,"Albert Richard Thomas","Q2638644","kg:/m/02w8dnl",22820,,,,,,,,,,
"Lera Millard Thomas","Lera","Thomas","Millard",,,,,,"1900-08-03","F","T000178",,410759,10792,"Lera Millard Thomas","Q279351","kg:/m/02vktpl",22848,,,,,,,,,,
"Clark Wallace Thompson","Clark","Thompson","Wallace",,,,,,"1896-08-06","M","T000198",,410777,9320,"Clark W. Thompson (Texas politician)","Q1095752","kg:/m/0gy1m0",22876,,,,,,,,,,
"Theo Ashton Thompson","Theo","Thompson","Ashton",,,,,,"1916-03-31","M","T000218",,410797,9339,"T. Ashton Thompson","Q2383249","kg:/m/02rv979",22900,,,,,,,,,,
"Paul Harold Todd","Paul","Todd","Harold",,"Jr.",,,,"1921-09-22","M","T000294",,410867,10776,"Paul H. Todd Jr.","Q2059929","kg:/m/028489n",22990,,,,,,,,,,
"Herman Toll","Herman","Toll",,,,,,,"1907-03-15","M","T000297",,410870,9408,"Herman Toll","Q4460049","kg:/m/0dlt13",22993,,,,,,,,,,
"James William Trimble","James","Trimble","William",,,,,,"1894-02-03","M","T000373",,410942,9473,"James William Trimble","Q1651860","kg:/m/02rhjkg",23090,,,,,,,,,,
"Stanley Roger Tupper","Stanley","Tupper","Roger",,,,,,"1921-01-25","M","T000411",,410980,10565,"Stanley R. Tupper","Q1523991","kg:/m/02rv9l_",23136,,,,,,,,,,
"James Russell Tuten","James","Tuten","Russell",,,,,,"1911-07-23","M","T000436",,411004,10632,"J. Russell Tuten","Q1676394","kg:/m/02rk0x4",23170,,,,,,,,,,
"Joseph Davies Tydings","Joseph","Tydings","Davies",,,,,,"1928-05-04","M","T000445",,411013,10824,"Joseph Tydings","Q6217509","kg:/m/05cbzh",,,,,,,,,,,
"Weston Edward Vivian","Weston","Vivian","Edward",,,,,,"1924-10-25","M","V000109",,411163,10779,"Weston E. Vivian","Q1685169","kg:/m/027l6g4",21006,,,,,,,,,,
"Prentiss Lafayette Walker","Prentiss","Walker","Lafayette",,,,,,"1917-08-23","M","W000065",,411244,10781,"Prentiss Walker","Q778666","kg:/m/03s8d4",23293,,,,,,,,,,
"Charles Longstreet Weltner","Charles","Weltner","Longstreet",,,,,,"1927-12-17","M","W000290",,411454,10636,"Charles L. Weltner","Q1066403","kg:/m/0fl0st",23566,,,,,,,,,,
"Compton Ignatius White","Compton","White","Ignatius",,"Jr.",,,,"1920-12-19","M","W000362",,411524,10637,"Compton I. White Jr.","Q979283","kg:/m/06bjv9",23645,,,,,,,,,,
"John James Williams","John","Williams","James",,,,,,"1904-05-17","M","W000518",,411675,10163,"John J. Williams (senator)","Q1726940","kg:/m/04pdkr",,,,,,,,,,,
"Ralph Webster Yarborough","Ralph","Yarborough","Webster",,,,,,"1903-06-08","M","Y000006",,411940,10414,"Ralph Yarborough","Q2129881","kg:/m/021nlp",,,,,,,,,,,
"Stephen Marvin Young","Stephen","Young","Marvin",,,,,,"1889-05-04","M","Y000053",,411985,10454,"Stephen M. Young","Q957216","kg:/m/034qvp",21094,,,,,,,,,,
"William Belser Spong","William","Spong","Belser",,"Jr.",,,,"1920-09-29","M","S000739",,410208,11206,"William B. Spong Jr.","Q6329296","kg:/m/053s_8",,,,,,,,,,,
"Clinton Presba Anderson","Clinton","Anderson","Presba",,,,,,"1895-10-23","M","A000186",,400841,165,"Clinton Presba Anderson","Q464733","kg:/m/02pjjl",8515,,,,,,,,,,
"Robert Thomas Ashmore","Robert","Ashmore","Thomas",,,,,,"1904-02-22","M","A000223",,400962,270,"Robert T. Ashmore","Q2158983","kg:/m/02rtqnv",8574,,,,,,,,,,
"Edward Lewis Bartlett","Edward","Bartlett","Lewis","Bob",,,,,"1904-04-20","M","B000201",,401200,486,"Bob Bartlett","Q719965","kg:/m/01yrby",9032,,,,,,,,,,
"James Caleb Boggs","James","Boggs","Caleb",,,,,,"1909-05-15","M","B000593",,401561,823,"J. Caleb Boggs","Q887153","kg:/m/04fwvv",9545,,,,,,,,,,
"Frances Payne Bolton","Frances","Bolton","Payne",,,,,,"1885-03-29","F","B000607",,401575,837,"Frances P. Bolton","Q599174","kg:/m/035fjl",9566,,,,,,,,,,
"John Sherman Cooper","John","Cooper","Sherman",,,,,,"1901-08-23","M","C000758",,402878,2052,"John Sherman Cooper","Q324970","kg:/m/02nfts",,,,,,,,,,,
"Thomas Bradford Curtis","Thomas","Curtis","Bradford",,,,,,"1911-05-14","M","C001014",,403121,2275,"Thomas B. Curtis","Q378524","kg:/m/02rz8cy",11721,,,,,,,,,,
"Allen Joseph Ellender","Allen","Ellender","Joseph",,,,,,"1890-09-24","M","E000112",,403803,2901,"Allen J. Ellender","Q363276","kg:/m/03bp8c",,,,,,,,,,,
"Paul Albert Fino","Paul","Fino","Albert",,,,,,"1913-12-15","M","F000137",,404092,3158,"Paul A. Fino","Q787111","kg:/m/0ksv60",13143,,,,,,,,,,
"John Edward Fogarty","John","Fogarty","Edward",,,,,,"1913-03-23","M","F000233",,404188,3246,"John E. Fogarty","Q1699884","kg:/m/0f94c8",13266,,,,,,,,,,
"James Carson Gardner","James","Gardner","Carson",,,,,,"1933-04-08","M","G000055",,404429,11018,"Jim Gardner (politician)","Q1680141","kg:/m/0272hl9",13633,,,,,,,,,,
"Ezekiel Candler Gathings","Ezekiel","Gathings","Candler",,,,,,"1903-11-10","M","G000098",,404470,3506,"Ezekiel C. Gathings","Q1385988","kg:/m/02rhg2b",13685,,,,,,,,,,
